Date,Open,High,Low,Close,Volume
2016-05-23,174.59916584268407,174.87953198529905,174.15738855466293,174.34429931640625,58682600
2016-05-24,175.15982674021586,176.9184828370356,175.13434009797535,176.6041259765625,93537800
2016-05-25,177.28384338070174,178.21839703711953,176.60416917273494,177.80209350585938,76621400
2016-05-26,177.93803726052116,178.16743006864576,177.53872913529634,177.8530731201172,55280700
2016-05-27,178.01447682514024,178.62618226762407,177.96350353221763,178.61769104003906,64211200
2016-05-31,178.88955273186752,179.0000035088857,177.7171151410786,178.27784729003906,109879400
2016-06-01,177.6660920682672,178.82153391645687,177.47069017912042,178.64312744140625,69936200
2016-06-02,178.2438905040564,179.20391788196574,177.76812242939198,179.1869354248047,63044700
2016-06-03,178.62615520310342,178.99997657950476,177.4452265624016,178.65164184570312,101757100
2016-06-06,179.00848907654503,179.9175559829688,178.84706501176282,179.56072998046875,64887000
2016-06-07,179.7136464861615,180.40181183263635,179.688159841011,179.84107971191406,60974800
2016-06-08,179.97704097875845,180.55476859404232,179.84960773611868,180.4273223876953,66170900
2016-06-09,179.696666493861,180.2998807295177,179.4248046010163,180.18093872070312,73786900
2016-06-10,178.8045906899694,179.1444212642248,177.92950168203606,178.47325134277344,113829200
2016-06-13,177.87006868862602,178.72814946710477,177.01198791014727,177.09693908691406,117751200
2016-06-14,176.7146183149922,177.3433192201628,175.7970600873272,176.74859619140625,125059300
2016-06-15,176.74858776686733,177.87005209068462,176.31530180377783,176.50221252441406,109124500
2016-06-16,176.5022502631861,177.19892000064414,174.66713350295012,177.02899169921875,149533100
2016-06-17,176.92477447777986,176.95039366641055,175.71208510180838,176.3696746826172,117055700
2016-06-20,178.3338816172478,179.00854191906885,177.4200871876243,177.5054931640625,82789600
2016-06-21,177.88976259288322,178.419243066188,177.44567504981978,178.0093231201172,72461700
2016-06-22,178.18870321431743,178.91461497918837,177.57381662154108,177.71900939941406,95560500
2016-06-23,179.17934803869173,180.08459408836288,178.7181896283184,180.03335571289062,102731400
2016-06-24,173.90162027493437,180.0675579096648,173.12447001464724,173.5685577392578,333444400
2016-06-27,172.15939728623033,172.1679457025619,169.64861273576992,170.45993041992188,230775800
2016-06-28,172.06551388894243,173.5600277647162,171.75807051325245,173.53440856933594,159382400
2016-06-29,174.93494221304724,176.71981526094208,174.83246545427784,176.48924255371094,137328600
2016-06-30,176.9589188625386,178.94874508440498,176.4038061090953,178.8975067138672,165021900
2016-07-01,178.8975194598976,179.76007552914442,178.73525592088592,179.27328491210938,106055300
2016-07-05,178.4449078178541,178.5559329897525,177.3859466008176,177.98374938964844,109803700
2016-07-06,177.4883732691686,179.1707690201204,176.8307838714622,179.05120849609375,96021500
2016-07-07,179.23059081212514,179.89671577185584,178.1716296100524,178.9402313232422,85593800
2016-07-08,180.2383317956827,181.85240586419408,180.00774606271716,181.604736328125,133971000
2016-07-11,182.06593542451992,182.8174665016465,181.86096884954205,182.24526977539065,73633900
2016-07-12,183.2102423357317,183.8678318111423,182.27082879943083,183.5689239501953,101275600
2016-07-13,183.9874073219136,183.99594270707595,183.05654212544937,183.54331970214844,87324100
2016-07-14,184.80726687297488,185.03785260793288,184.1753094950419,184.56814575195312,91230900
2016-07-15,185.1317850417746,185.328203160748,183.87639270145343,184.3204803466797,107155400
2016-07-18,184.4400456808458,184.97807470667493,184.18384076230225,184.81581115722656,58725900
2016-07-19,184.39735919584624,184.66209952396133,184.14970267212968,184.62794494628903,54345700
2016-07-20,184.6279132312971,185.6356359885821,184.6279132312971,185.39651489257807,58159500
2016-07-21,185.28549535864155,185.50753264431123,184.25214042488253,184.6962280273437,67777300
2016-07-22,184.81583016905816,185.57589658587983,184.55108983740817,185.524658203125,62787500
2016-07-25,185.31962927585937,185.3708676413711,184.44000258491977,185.02072143554688,55873100
2016-07-26,184.9182879161025,185.4648523278161,184.2606983324223,185.10617065429688,70080500
2016-07-27,185.48194314357417,185.550265326512,184.14114473677688,184.9097595214844,84083900
2016-07-28,184.71329695254167,185.41358943524244,184.2521385850259,185.12322998046875,65035700
2016-07-29,184.85852968617107,185.7808466206509,184.5767055551982,185.4221649169922,79519400
2016-08-01,185.4819192659229,185.8747554783394,184.8157943569364,185.26841735839844,73311400
2016-08-02,185.0208218485916,185.17455005967744,183.2444967349223,184.0814208984375,92295500
2016-08-03,184.021551542253,184.67914103418707,183.7226567049169,184.61935424804688,53993600
2016-08-04,184.7304051740042,185.13178983912687,182.97115138106105,184.81581115722656,46585500
2016-08-05,184.8157932058852,186.37008030679937,184.8157932058852,186.3273773193359,71892200
2016-08-08,186.515218636189,186.61770838957463,185.9515836326048,186.21632385253903,39906500
2016-08-09,186.2846873629948,186.8227033054424,186.00286328308303,186.3273773193359,51251700
2016-08-10,186.4384403750335,186.515297949416,185.51611038906955,185.8662567138672,57941100
2016-08-11,186.39572778023904,186.97645982940347,186.1309874613605,186.72879028320312,72504300
2016-08-12,186.42133554357792,186.7800302458213,186.16514365786608,186.5665283203125,61313500
2016-08-15,186.93372379061915,187.45466894994817,186.92518840578887,187.10452270507807,49813500
2016-08-16,186.68607547722425,186.75438462109537,186.13951110839844,186.13951110839844,53213600
2016-08-17,186.17367586661427,186.62629889847904,185.3367519816165,186.4896545410156,75134300
2016-08-18,186.46403917575552,186.9422814055592,186.35302703527333,186.9081268310547,52989300
2016-08-19,186.43840854877823,186.81417400089103,185.951630962994,186.63482666015625,75443000
2016-08-22,186.3957112750905,186.85688271905013,186.0284942281625,186.6262969970703,61368800
2016-08-23,187.24119631915949,187.54010423953017,186.9422883987888,187.0020751953125,53399200
2016-08-24,186.8568826914077,186.9508240573024,185.6271095491946,186.0455780029297,71728900
2016-08-25,185.66129078093684,186.33596424136024,185.50757563165044,185.91749572753903,69224800
2016-08-26,186.10536608503304,187.13017277202832,184.6791747157033,185.5673370361328,122506300
2016-08-29,185.69545453958983,186.7458804646386,185.66128693081816,186.48114013671875,70502200
2016-08-30,186.3957281212393,186.6775522444359,185.6185909669842,186.17369079589844,58114500
2016-08-31,185.8406136763452,185.9601742315293,184.86704543238253,185.64419555664065,85269500
2016-09-01,185.63562616037817,185.9430694148379,184.49125911421413,185.6527099609375,97844200
2016-09-02,186.50673834347933,186.9166583847464,185.9174709541512,186.4896545410156,79293900
2016-09-06,186.77150532691024,187.13018704315647,186.0541418944176,187.05332946777344,56702100
2016-09-07,186.8910446178893,187.215571718498,186.4298861869772,187.0362243652344,76554900
2016-09-08,186.70313324971704,186.97642193066537,186.3017486440252,186.60919189453125,74102900
2016-09-09,185.2940517287419,185.34529010576696,182.11714204195624,182.14276123046875,221589100
2016-09-12,181.38265438960408,185.15736601719664,181.3143322251216,184.7559814453125,168110900
2016-09-13,183.47497400223705,183.7397142506696,181.47659951620983,182.1000213623047,182828800
2016-09-14,182.15128357066425,183.35543746900493,181.4766232696146,182.03172302246097,134185500
2016-09-15,181.8694931310886,184.2350851766038,181.6901457728944,183.8507843017578,134427900
2016-09-16,183.23449158351423,183.4147448822528,182.45342888084247,183.1400756835937,155236400
2016-09-19,183.79243115282688,184.4361724325231,182.84827203715915,183.1744384765625,80250500
2016-09-20,184.0327417763384,184.18723338147768,183.14867155506727,183.18299865722656,69665300
2016-09-21,183.88684635353547,185.42323643914656,183.20018637179064,185.2429962158203,110284400
2016-09-22,186.2558172115324,186.71072668507645,186.00690967008305,186.41030883789065,76678700
2016-09-23,186.01548721421128,186.15282183490007,185.2945001010202,185.388916015625,73630900
2016-09-26,184.5563306807073,184.73657089861007,183.68941740477217,183.8868408203125,89827300
2016-09-27,183.7237895396845,185.12284521063228,183.35470434395904,185.0284423828125,78494800
2016-09-28,185.25156939742345,186.10131257383443,184.29025330876007,185.94680786132807,87411000
2016-09-29,185.74079483696008,186.14420704939064,183.7151552734391,184.2644805908203,128070600
2016-09-30,185.09706656577904,186.35880049344547,184.8481590392028,185.6549835205078,117202900
2016-10-03,185.24295835945435,185.431777046321,184.57345551878453,185.2086181640625,83512100
2016-10-04,185.3202256217932,185.5433845299032,183.6722496696497,184.2644805908203,119948100
2016-10-05,184.89106321546933,185.50905582931773,184.8223959142697,185.07989501953125,72816000
2016-10-06,184.85670319450523,185.431777046321,184.3159695380813,185.2086181640625,62927400
2016-10-07,185.4832876326093,185.6549493189985,183.8438903691559,184.57345581054688,89788300
2016-10-10,185.5347900390625,185.99827791502383,185.3888769466867,185.5347900390625,51855000
2016-10-11,185.1056098715761,185.17427716025625,182.46197819364937,183.1915435791016,130367400
2016-10-12,183.3289230352827,183.95550728652148,182.83109489319347,183.4319305419922,73866100
2016-10-13,182.10153487758865,183.3289286211248,181.28613188259507,182.8311004638672,101357000
2016-10-14,183.8095461820241,184.27304713185137,182.8482302815632,182.92547607421875,93346200
2016-10-17,182.8997452354413,183.1572443329088,182.1100909409696,182.29034423828125,58275700
2016-10-18,183.88683998103164,183.9469156877419,183.0542669102728,183.4319305419922,76869700
2016-10-19,183.69796844745565,184.2301235787568,183.33747499428907,183.9211273193359,66519200
2016-10-20,183.5692434846294,184.1357389057571,182.9169237583587,183.5778350830078,73639800
2016-10-21,183.57781096004103,183.74947264471845,182.6164819513431,183.66363525390625,89089100
2016-10-24,184.5390722352312,184.81374132695123,184.0927415096577,184.4446563720703,60146600
2016-10-25,184.2645216389284,184.5220208037707,183.6636989855973,183.8267822265625,66542300
2016-10-26,183.0027931394268,184.04135516269668,182.7624509909612,183.45770263671875,75705500
2016-10-27,184.17863554887785,184.2129626474341,182.8911532533896,182.9683990478516,77220200
2016-10-28,182.94265625436947,183.6207245221846,181.71526271359417,182.4276580810547,140623200
2016-10-31,182.76241734970543,182.9855893542831,182.27318083380183,182.4362640380859,61272500
2016-11-01,182.76238606690387,182.81389635703093,179.9041870698058,181.11441040039065,122781800
2016-11-02,180.80543095021665,181.1916861288668,179.58661590951533,180.0243682861328,103330800
2016-11-03,180.23893794516417,180.4535183218848,178.92570708738964,179.2003631591797,88939300
2016-11-04,179.31198705433658,180.1531386417637,178.85707760727243,179.00299072265625,109122100
2016-11-07,179.00297657285438,182.98558836805617,179.00297657285438,182.9512481689453,109794900
2016-11-08,182.55639262330328,184.34170282391705,182.29031506738008,183.77520751953125,106772100
2016-11-09,182.28170987134976,186.3415794862753,182.25596127733925,185.7235870361328,258429000
2016-11-10,186.51328492689672,187.3801850216161,184.7279744404005,186.18711853027344,172113300
2016-11-11,185.4661845822042,185.9983399314728,184.8138646993281,185.7580108642578,100552700
2016-11-14,186.28150264361872,186.4875045058534,185.1571036432645,185.90383911132807,94580000
2016-11-15,186.2901076912078,187.3544311523437,186.08411889656367,187.3544311523437,91652600
2016-11-16,186.73645534404272,187.2342834707186,186.61629083739328,187.0025329589844,65617700
2016-11-17,187.1570579156544,188.02395815763933,187.0454718984963,187.96388244628903,69797200
2016-11-18,188.0325541327914,188.2042158652945,187.3630511112132,187.5433044433593,86265800
2016-11-21,188.1183820183228,188.9852822969225,187.97246888808027,188.95953369140625,72402600
2016-11-22,189.26847871034497,189.50880769460164,188.59898895463743,189.3285675048828,67429000
2016-11-23,188.8136021824945,189.4830920546528,188.61619186043487,189.4315948486328,56620200
2016-11-25,189.77489776013329,190.1697183342997,189.69763886784216,190.1353912353516,37872300
2016-11-28,189.8264022966704,190.10105838971697,189.13974241863227,189.24273681640625,76572500
2016-11-29,189.2770715262414,190.06672577916044,188.976653745513,189.61181640625,69886700
2016-11-30,190.22983874900223,190.3929219642453,189.0968478411764,189.1569366455078,113291800
2016-12-01,189.4573129709593,189.4573129709593,188.1011633438361,188.461669921875,79040500
2016-12-02,188.5475128071081,189.0453409292025,188.19559779196308,188.5560913085937,74840300
2016-12-05,189.38865385957408,190.03239505297432,189.19124356074343,189.68907165527344,67837800
2016-12-06,189.87791102034856,190.324241932706,189.39725300563228,190.28990173339844,59877400
2016-12-07,190.1354204134693,192.83912844099024,190.0152559032895,192.779052734375,110738100
2016-12-08,192.75325320241515,193.72314752940352,192.4871625530137,193.2510681152344,99714400
2016-12-09,193.4742957692732,194.4356118734497,193.43995556729564,194.41844177246097,88005800
2016-12-12,194.32407080360497,194.8047420638073,193.77474531746927,194.19532775878903,102016100
2016-12-13,194.8561225361692,195.9890999425983,194.8389524414968,195.49127197265625,110477500
2016-12-14,195.19091653592832,195.8947334315176,193.43993315255847,193.877685546875,142501800
2016-12-15,194.1180299970146,195.5342554988994,193.88627948139643,194.67593383789065,124972600
2016-12-16,195.1326615829621,195.1931045537914,193.9757346404409,194.2951812744141,156420200
2016-12-19,194.47643996069377,195.1412465740688,194.32966686992205,194.7181854248047,90341100
2016-12-20,195.25356092983165,195.61619245588432,195.02045760127044,195.4694061279297,89838800
2016-12-21,195.3398492727424,195.5125227477684,194.9254302978516,194.9254302978516,67909000
2016-12-22,194.77868992388463,194.8995626941334,194.1915842011451,194.5887451171875,56219100
2016-12-23,194.63189851824896,194.88228629058872,194.441966890667,194.8736572265625,36697800
2016-12-27,195.1413020500403,195.75429494610864,195.1240307479396,195.35714721679688,42672500
2016-12-28,195.6161469643405,195.63340509079023,193.6303689688124,193.7425994873047,64095000
2016-12-29,193.8116476189124,194.1656367796198,193.25908463537857,193.6994171142578,48696100
2016-12-30,194.02752445361327,194.11386778589767,192.30076320106696,192.9914703369141,108998300
2017-01-03,194.2951630733348,194.9772411201012,193.29365159666256,194.4678497314453,91366500
2017-01-04,194.79596555681337,195.77159004486924,194.78733649178588,195.62481689453125,78744400
2017-01-05,195.3571755833376,195.62482152111588,194.67509737982635,195.4694061279297,78379000
2017-01-06,195.5815955454964,196.63492087370184,195.0376615815804,196.168701171875,71559900
2017-01-09,195.9097284180276,196.04787249931024,195.48666710940387,195.52120971679688,46939700
2017-01-10,195.53846784634868,196.3759482246756,195.1326778414214,195.52120971679688,63771900
2017-01-11,195.43482411158368,196.07373046875,194.77001739154568,196.07373046875,74650000
2017-01-12,195.55568838336856,195.77153351403453,194.2260881750884,195.5815887451172,72113200
2017-01-13,195.7542600079776,196.33272337074413,195.71973058408247,196.03054809570312,62717900
2017-01-17,195.39169026213537,195.79748025784545,194.9513708339613,195.3398895263672,61240800
2017-01-18,195.5902601820709,195.8147475980489,195.03769705481952,195.7715759277344,54793300
2017-01-19,195.84926336401224,195.98740742972183,194.6146353588587,195.0463256835937,66608800
2017-01-20,195.72841210461988,196.25507488562653,195.09814785002,195.7629547119141,129168600
2017-01-23,195.7629446644216,195.8233744628679,194.49377398146592,195.2535400390625,75061600
2017-01-24,195.4693345007942,196.91982055105737,195.35710399732747,196.50540161132807,95555300
2017-01-25,197.45514871677423,198.206298828125,197.2911042881558,198.206298828125,84437700
2017-01-26,198.0594837402296,198.3271427646296,197.72276586826823,197.99905395507807,59970700
2017-01-27,198.07678158622687,198.22355471171284,197.50694721141585,197.68826293945312,59711100
2017-01-30,196.99755678958624,197.0234571545579,195.47801162329733,196.46226501464844,79737300
2017-01-31,195.9701453099324,196.5054502961024,195.40032406693263,196.44500732421875,75880800
2017-02-01,196.4449887263935,197.3601700632067,195.9355973293586,196.5226898193359,79117700
2017-02-02,196.52266092664823,196.93709304303005,195.83196708095988,196.6521759033203,69657600
2017-02-03,197.55869636045003,198.18896032192688,197.24787891008063,198.0076446533203,80563200
2017-02-06,197.60193156698537,197.9990924755064,197.31701436233536,197.6537322998047,57790100
2017-02-07,198.0422583695369,198.2840038984072,197.47242397685267,197.6623687744141,57931200
2017-02-08,197.6623241701446,198.0508427414318,197.11839026585835,197.9213409423828,51566200
2017-02-09,197.92136768733823,199.3977410925588,197.92136768733823,199.09556579589844,65955200
2017-02-10,199.44090624989497,200.1057129594876,199.1128174264858,199.8812255859375,66015900
2017-02-13,200.37335103154567,201.2281024820793,200.3474506700879,200.9690856933593,55182100
2017-02-14,200.78779556699016,201.78069118787627,200.44244858746453,201.7720489501953,71109000
2017-02-15,201.55619265961616,203.01530793966828,201.50439193296327,202.8253631591797,86785800
2017-02-16,202.85126855062057,203.03258427254195,201.90155779877912,202.65269470214844,84722400
2017-02-17,201.98789930143897,202.97215270996097,201.9706279997756,202.97215270996097,77204100
2017-02-21,203.3434126669464,204.35356643805537,203.33477042906745,204.1808929443359,88946100
2017-02-22,203.7750375663964,204.2239858711036,203.61099318907927,203.99951171875,62115200
2017-02-23,204.51766129077367,204.5349194225004,203.37799223778853,204.1377716064453,74615900
2017-02-24,203.29158722240828,204.43987174441176,203.24841556069097,204.3967132568359,82381600
2017-02-27,204.31038133531447,204.8888447470126,204.0600067620078,204.71617126464844,56515400
2017-02-28,204.3362934874432,204.5780390115281,203.77510134384804,204.1636199951172,96961900
2017-03-01,205.82129435228447,207.48762570939044,205.80402305205783,207.0213928222656,149158200
2017-03-02,206.8314523095236,206.84009454688623,205.66589641594808,205.7176971435547,70246000
2017-03-03,205.63133809624927,206.0112276351819,205.25144855731665,205.84718322753903,81974300
2017-03-06,205.0528609410252,205.5881526149147,204.62979976944573,205.2341766357422,55391500
2017-03-07,204.9320333839673,205.28602261532427,204.41399971982813,204.6212158203125,65103700
2017-03-08,204.9147841981793,205.17380105820413,204.10320418470235,204.2413482666016,78168800
2017-03-09,204.3621763828615,204.82840926384333,203.5333384208922,204.5003204345703,90683900
2017-03-10,205.45867971496864,205.50185137922537,204.2672102870221,205.2169342041016,81991700
2017-03-13,205.1564969575733,205.363713047296,204.82842128319064,205.3205413818359,57256800
2017-03-14,204.77664240954445,204.8284563214455,203.92190388827856,204.5348968505859,59880800
2017-03-15,205.10471095952911,206.7278708435776,204.87159448861624,206.3048095703125,96081800
2017-03-16,206.44299726604584,206.52069838138897,205.57098734307644,205.8990631103516,78344000
2017-03-17,206.1617234339801,206.3524945415205,205.53738403320312,205.53738403320312,89002100
2017-03-20,205.53740145185947,205.823558137421,204.9217418329027,205.3119506835937,52537000
2017-03-21,205.91893806804308,206.04033666785944,202.54577708230124,202.67584228515625,131809300
2017-03-22,202.71050562179485,203.4388971145537,202.0861662761578,203.1527404785156,97569200
2017-03-23,203.15274299245985,204.07190558728507,202.56309650953543,202.9359588623047,100410300
2017-03-24,203.23948897426524,203.811789098104,202.00815653895305,202.78857421875,112504900
2017-03-27,201.115011690091,202.8406185139592,200.83753482201905,202.5804748535156,87454500
2017-03-28,202.27697835428737,204.4794997138661,202.1642463510937,204.0546112060547,93483900
2017-03-29,203.7684772006866,204.4795224816916,203.543013169195,204.24539184570312,61950400
2017-03-30,204.18466102851025,205.0951571260625,204.01123635075143,204.8957061767578,56737900
2017-03-31,204.557555066982,205.0865090164155,204.36678392250064,204.4188232421875,73733100
2017-04-03,204.47084878903,204.67028653720263,202.83196085683875,204.06329345703125,85546500
2017-04-04,203.7771678927546,204.28010887362663,203.3956255464752,204.19338989257807,56466200
2017-04-05,204.8697387839908,205.8496076172635,203.3782624063284,203.5863800048828,108800600
2017-04-06,203.72510777753564,204.67895025249737,203.2828595720796,204.15867614746097,69135800
2017-04-07,203.90717152843487,204.6442429502869,203.4649366141965,203.9505310058593,74412300
2017-04-10,204.0892763689293,204.8696940380048,203.54297606170348,204.07192993164065,67615300
2017-04-11,203.69040229352737,203.9331995071442,202.33767118010337,203.8291473388672,88045300
2017-04-12,203.5516316137847,203.74240270683748,202.71050813026653,202.9359588623047,81864400
2017-04-13,202.59781914979595,203.33489064134773,201.61795043945312,201.61795043945312,92880400
2017-04-17,202.13827125452727,203.404296875,201.9388334842088,203.404296875,68405400
2017-04-18,202.66719125687607,203.3348902229056,202.11222429628785,202.79725646972656,83225800
2017-04-19,203.36087126212755,203.7337336345912,202.1988982072169,202.4243621826172,68699900
2017-04-20,203.04003523197187,204.5141780780443,202.71919891513377,204.07192993164065,92572200
2017-04-21,203.99389845187585,204.0459245342356,203.02270963061275,203.4215850830078,110389800
2017-04-24,205.66752585869995,205.8669768745497,203.39563138971576,205.6588592529297,119209900
2017-04-25,206.30048655645427,207.20230286363807,206.2137675976197,206.85545349121097,76698300
2017-04-26,206.82075787532537,207.70524096418976,206.68202606706552,206.72537231445312,84702500
2017-04-27,207.04624588851576,207.2023241527077,206.36120044512217,206.8988342285156,57410300
2017-04-28,207.1589823283013,207.1849953745508,206.31785854901327,206.44793701171875,63532800
2017-05-01,206.9681854248047,207.39308717979225,206.5519635051259,206.9681854248047,66882500
2017-05-02,207.10694208293043,207.22834070095143,206.63869405097995,207.04624938964844,57375700
2017-05-03,207.0462310779163,207.1416166430293,206.1183884689576,206.7947540283203,73137700
2017-05-04,207.09824253617649,207.17628165717863,206.1877464301199,207.0375366210937,61462700
2017-05-05,207.4104109596444,207.8699923112897,206.9681628138105,207.85264587402344,62001300
2017-05-08,207.89604755921133,208.04345922726577,207.39310662801896,207.8180084228516,48385700
2017-05-09,208.07809672710707,208.277534432986,207.2803194406836,207.6271820068359,51363200
2017-05-10,207.58388483866509,208.00010681152344,207.37576723650693,208.00010681152344,54293800
2017-05-11,207.54922803966548,207.7399992214509,206.49131993393152,207.5752410888672,62358300
2017-05-12,207.323702823502,207.61852611513945,206.9595070106342,207.2283172607422,53912700
2017-05-15,207.6532454669134,208.4943692008221,207.6358990265303,208.3729705810547,61918900
2017-05-16,208.6678149871021,208.6938280345757,207.7920115154225,208.1822204589844,51241800
2017-05-17,208.1822029323497,208.1822029323497,204.42749902942148,204.4882049560547,172174100
2017-05-18,204.4101211476201,206.16174090554728,204.1499775033409,205.3119506835937,107047700
2017-05-19,205.7975486306391,207.3150378116319,205.74552254718083,206.6473388671875,115011400
2017-05-22,207.15894524650497,207.8613370638856,207.0895859565603,207.6965789794922,61010600
2017-05-23,208.06945474087905,208.32093180101464,207.68791246443632,208.1561737060547,48341700
2017-05-24,208.39029033859103,208.7458063164518,208.05209433598128,208.64175415039065,46927700
2017-05-25,209.15338258518736,209.91646716338164,208.94527823219389,209.63897705078125,64071700
2017-05-26,209.4481866938092,209.7603564261213,209.37014756859512,209.5956115722656,46629900
2017-05-30,209.2747681359558,209.6649770049135,209.11868988095512,209.4135131835937,35201900
2017-05-31,209.7083300899503,209.7430229665296,208.6677687273157,209.36148071289065,91796000
2017-06-01,209.82109333663263,211.04375940473992,209.53493660379107,211.0264129638672,68962000
2017-06-02,211.0784224730804,211.88486651709152,210.78359915869203,211.7287750244141,88666100
2017-06-05,211.55531591682671,211.84147258064849,211.3732114102295,211.5726623535156,44698800
2017-06-06,211.0090810995032,211.56404816265064,210.81830993109696,210.8963623046875,50375400
2017-06-07,211.2344882014985,211.511965042533,210.566789292094,211.28651428222656,54144300
2017-06-08,211.3818821038122,211.86747645846785,210.8615948772789,211.3905487060547,65950700
2017-06-09,211.659363928556,212.45712799171253,209.8036921828221,211.06971740722656,132256400
2017-06-12,210.82697520393188,211.078439055028,210.1766226015077,211.0264129638672,86108100
2017-06-13,211.5640295134911,212.1103299231765,211.21718009139528,212.0583038330078,60067000
2017-06-14,212.32704912004112,212.3357157219303,210.96563843059704,211.7894287109375,78602300
2017-06-15,210.4367383847064,211.50332610496417,210.15926150737687,211.3819274902344,66464900
2017-06-16,211.54141287682805,211.59369268113136,210.54805670711647,211.4281311035156,84553100
2017-06-19,212.2559107671326,213.249266866979,212.1600600339904,213.1882781982422,65123800
2017-06-20,212.83100143520903,212.8397103027576,211.73308580494188,211.75050354003903,56906400
2017-06-21,212.1426165131951,212.2558849687912,211.2276802254929,211.69821166992188,55977600
2017-06-22,211.70692883908893,212.2036001689382,211.42808554824168,211.60235595703125,44148100
2017-06-23,211.66341630650257,212.18622767710423,211.28001332380447,211.8551177978516,66986800
2017-06-26,212.5260250262087,212.9442900095876,211.7853723814404,211.99449157714844,56700500
2017-06-27,211.7766485352585,212.0729228867936,210.2691900622523,210.28662109375,82247700
2017-06-28,211.306090493284,212.3691572493409,211.0708181335717,212.1687469482422,70042600
2017-06-29,212.31689859685977,212.3691783940056,209.09284924505067,210.3040466308593,106949700
2017-06-30,211.11438810422223,211.4890821047347,210.50443504104103,210.6961364746093,86820700
2017-07-03,211.63721894651863,212.07290161839737,211.05340576171875,211.05340576171875,39153800
2017-07-05,211.41939121180263,211.75050102246536,210.6090144760648,211.5413818359375,54427600
2017-07-06,210.7745906369662,210.89658126955555,209.42397151445329,209.60696411132807,65400800
2017-07-07,210.1820849366538,211.11443913804672,209.6156893656552,210.96630859375,57972300
2017-07-10,210.9662598601176,211.567504063128,210.66127667726363,211.1928100585937,36663300
2017-07-11,211.1928348786266,211.34968756983605,209.8683689989845,211.03599548339844,50354600
2017-07-12,212.00322515843493,212.78744877653745,212.00322515843493,212.62188720703125,59610400
2017-07-13,212.63063084213,213.09245353213217,212.40406728372503,212.9791717529297,39471600
2017-07-14,212.9791019897636,214.32972084467653,212.88325127629287,213.9724578857422,60262700
2017-07-17,213.89408555497417,214.27748849373867,213.77209491954747,213.9463653564453,33531900
2017-07-18,213.536776336471,214.111880620243,213.1969444044201,214.05960083007807,42742500
2017-07-19,214.37331090887497,215.22724524405385,214.364588745794,215.21853637695312,51034300
2017-07-20,215.4712162072697,215.59320682076344,214.7654124223429,215.3143768310547,47135200
2017-07-21,214.73933871121807,215.1488816033112,214.5127751477721,215.12274169921875,82340800
2017-07-24,215.04428137355856,215.2098429424349,214.59988976445536,215.0704345703125,46622300
2017-07-25,215.8197661496051,215.92433903415247,215.36666573516047,215.5932159423828,54915600
2017-07-26,215.8807720134695,215.9156207782958,215.34052973478933,215.6019287109375,47575400
